alpha,camber,position_of_camber,thickness,Reynolds_number,cl,cd,ratio
-1,0,0,0.18,6.00E+05,-0.1064,0.008,-13.3
0,0,0,0.18,6.00E+05,0,0.00795,0
1,0,0,0.18,6.00E+05,0.1064,0.008,13.3
2,0,0,0.18,6.00E+05,0.2127,0.00818,26.00244499
3,0,0,0.18,6.00E+05,0.3185,0.00849,37.5147232
5,0,0,0.18,6.00E+05,0.5259,0.00963,54.6105919
6,0,0,0.18,6.00E+05,0.6263,0.01052,59.53422053
7,0,0,0.18,6.00E+05,0.7428,0.01171,63.43296328
8,0,0,0.18,6.00E+05,0.8782,0.01316,66.7325228
9,0,0,0.18,6.00E+05,1.0143,0.01477,68.67298578
10,0,0,0.18,6.00E+05,1.1259,0.01659,67.86618445
11,0,0,0.18,6.00E+05,1.131,0.01761,64.22487223
12,0,0,0.18,6.00E+05,1.1699,0.0196,59.68877551
13,0,0,0.18,6.00E+05,1.2159,0.02289,53.11926606
14,0,0,0.18,6.00E+05,1.2588,0.02729,46.12678637
15,0,0,0.18,6.00E+05,1.2905,0.03349,38.53389071
16,0,0,0.18,6.00E+05,1.3118,0.04156,31.56400385
17,0,0,0.18,6.00E+05,1.2884,0.05536,23.27312139
18,0,0,0.18,6.00E+05,1.2897,0.06775,19.03616236
19,0,0,0.18,6.00E+05,1.273,0.08287,15.36140944
20,0,0,0.18,6.00E+05,1.2435,0.10062,12.35837806
-5,0,0,0.06,6.00E+05,-0.5411,0.01386,-39.04040404
-4,0,0,0.06,6.00E+05,-0.4417,0.01003,-44.03788634
-3,0,0,0.06,6.00E+05,-0.34,0.00799,-42.55319149
-2,0,0,0.06,6.00E+05,-0.2428,0.00553,-43.90596745
-1,0,0,0.06,6.00E+05,-0.1486,0.00433,-34.3187067
0,0,0,0.06,6.00E+05,0,0.00439,0
1,0,0,0.06,6.00E+05,0.1485,0.00433,34.29561201
2,0,0,0.06,6.00E+05,0.2428,0.00553,43.90596745
3,0,0,0.06,6.00E+05,0.3399,0.00799,42.54067584
4,0,0,0.06,6.00E+05,0.4417,0.01003,44.03788634
5,0,0,0.06,6.00E+05,0.5411,0.01386,39.04040404
-5,0,0,0.08,6.00E+05,-0.5622,0.01053,-53.39031339
-4,0,0,0.08,6.00E+05,-0.4651,0.00898,-51.79287305
-3,0,0,0.08,6.00E+05,-0.3692,0.00723,-51.06500692
-2,0,0,0.08,6.00E+05,-0.2685,0.00597,-44.97487437
-1,0,0,0.08,6.00E+05,-0.1222,0.00496,-24.63709677
0,0,0,0.08,6.00E+05,0,0.00466,0
1,0,0,0.08,6.00E+05,0.1222,0.00496,24.63709677
2,0,0,0.08,6.00E+05,0.2685,0.00597,44.97487437
3,0,0,0.08,6.00E+05,0.3692,0.00723,51.06500692
4,0,0,0.08,6.00E+05,0.4651,0.00898,51.79287305
5,0,0,0.08,6.00E+05,0.5622,0.01053,53.39031339
6,0,0,0.08,6.00E+05,0.6561,0.01318,49.77996965
7,0,0,0.08,6.00E+05,0.7536,0.01556,48.43187661
8,0,0,0.08,6.00E+05,0.8429,0.02026,41.6041461
9,0,0,0.08,6.00E+05,0.8942,0.03397,26.32322638
10,0,0,0.08,6.00E+05,0.8096,0.06217,13.02235805
-5,0,0,0.1,6.25E+05,-0.5956,0.00994,-59.9195171
-4,0,0,0.1,6.25E+05,-0.5036,0.00862,-58.42227378
-3,0,0,0.1,6.25E+05,-0.3594,0.0072,-49.91666667
-2,0,0,0.1,6.25E+05,-0.2176,0.00612,-35.55555556
-1,0,0,0.1,6.25E+05,-0.1016,0.00535,-18.99065421
0,0,0,0.1,6.25E+05,0,0.00506,0
2,0,0,0.1,6.25E+05,0.2176,0.00612,35.55555556
3,0,0,0.1,6.25E+05,0.3594,0.0072,49.91666667
4,0,0,0.1,6.25E+05,0.5035,0.00862,58.41067285
5,0,0,0.1,6.25E+05,0.5955,0.00994,59.90945674
6,0,0,0.1,6.25E+05,0.6865,0.01129,60.80602303
7,0,0,0.1,6.25E+05,0.7778,0.01282,60.67082683
8,0,0,0.1,6.25E+05,0.8672,0.015,57.81333333
9,0,0,0.1,6.25E+05,0.9532,0.01801,52.92615214
10,0,0,0.1,6.25E+05,1.0366,0.02143,48.3714419
11,0,0,0.1,6.25E+05,1.1092,0.0257,43.15953307
12,0,0,0.1,6.25E+05,1.147,0.0327,35.0764526
14,0,0,0.1,6.25E+05,0.7486,0.14522,5.154937336
15,0,0,0.1,6.25E+05,0.7213,0.17493,4.123363631
16,0,0,0.1,6.25E+05,0.738,0.19302,3.823437986
17,0,0,0.1,6.25E+05,0.7595,0.21038,3.610134043
18,0,0,0.1,6.25E+05,0.7867,0.22454,3.503607375
19,0,0,0.1,6.25E+05,0.812,0.23954,3.389830508
20,0,0,0.1,6.25E+05,0.84,0.25528,3.290504544
-5,0,0,0.1,6.50E+05,-0.5962,0.00985,-60.52791878
-4,0,0,0.1,6.50E+05,-0.4992,0.00853,-58.52286049
-3,0,0,0.1,6.50E+05,-0.3557,0.00711,-50.0281294
-2,0,0,0.1,6.50E+05,-0.2152,0.00604,-35.62913907
0,0,0,0.1,6.50E+05,0,0.005,0
1,0,0,0.1,6.50E+05,0.1017,0.0053,19.18867925
2,0,0,0.1,6.50E+05,0.2152,0.00604,35.62913907
3,0,0,0.1,6.50E+05,0.3557,0.00711,50.0281294
4,0,0,0.1,6.50E+05,0.4993,0.00853,58.53458382
5,0,0,0.1,6.50E+05,0.5961,0.00985,60.5177665
6,0,0,0.1,6.50E+05,0.6873,0.01115,61.64125561
7,0,0,0.1,6.50E+05,0.7785,0.01269,61.34751773
8,0,0,0.1,6.50E+05,0.8687,0.01473,58.97488119
9,0,0,0.1,6.50E+05,0.9555,0.0176,54.28977273
10,0,0,0.1,6.50E+05,1.0398,0.02086,49.84659636
11,0,0,0.1,6.50E+05,1.1137,0.02493,44.67308464
12,0,0,0.1,6.50E+05,1.1351,0.03392,33.46403302
13,0,0,0.1,6.50E+05,1.0964,0.04669,23.48254444
14,0,0,0.1,6.50E+05,1.0223,0.07506,13.61977085
16,0,0,0.1,6.50E+05,0.7377,0.19394,3.803753738
17,0,0,0.1,6.50E+05,0.7605,0.20981,3.624708069
18,0,0,0.1,6.50E+05,0.7883,0.22341,3.52849022
19,0,0,0.1,6.50E+05,0.8119,0.23964,3.387998665
20,0,0,0.1,6.50E+05,0.84,0.25533,3.289860181
-5,0,0,0.1,6.75E+05,-0.5968,0.00977,-61.08495394
-4,0,0,0.1,6.75E+05,-0.495,0.00844,-58.6492891
-3,0,0,0.1,6.75E+05,-0.3522,0.00703,-50.09957326
-2,0,0,0.1,6.75E+05,-0.2131,0.00596,-35.75503356
-1,0,0,0.1,6.75E+05,-0.1021,0.00523,-19.52198853
0,0,0,0.1,6.75E+05,0,0.00497,0
1,0,0,0.1,6.75E+05,0.1021,0.00523,19.52198853
2,0,0,0.1,6.75E+05,0.2131,0.00596,35.75503356
3,0,0,0.1,6.75E+05,0.3522,0.00703,50.09957326
4,0,0,0.1,6.75E+05,0.495,0.00844,58.6492891
5,0,0,0.1,6.75E+05,0.5967,0.00977,61.07471853
6,0,0,0.1,6.75E+05,0.6881,0.01103,62.38440617
7,0,0,0.1,6.75E+05,0.779,0.01261,61.77636796
8,0,0,0.1,6.75E+05,0.8702,0.01448,60.09668508
9,0,0,0.1,6.75E+05,0.9579,0.01721,55.65950029
10,0,0,0.1,6.75E+05,1.0429,0.02032,51.3238189
11,0,0,0.1,6.75E+05,1.1167,0.02443,45.71019239
12,0,0,0.1,6.75E+05,1.1127,0.03617,30.76306331
13,0,0,0.1,6.75E+05,1.1223,0.04339,25.86540678
14,0,0,0.1,6.75E+05,1.0776,0.06439,16.73551794
16,0,0,0.1,6.75E+05,0.7384,0.19379,3.81031013
17,0,0,0.1,6.75E+05,0.7619,0.20902,3.645105732
18,0,0,0.1,6.75E+05,0.7903,0.22209,3.558467288
19,0,0,0.1,6.75E+05,0.8118,0.23973,3.386309598
20,0,0,0.1,6.75E+05,0.84,0.25537,3.289344872
-5,0,0,0.1,7.00E+05,-0.5974,0.00969,-61.65118679
-3,0,0,0.1,7.00E+05,-0.3488,0.00697,-50.04304161
-2,0,0,0.1,7.00E+05,-0.211,0.00588,-35.88435374
-1,0,0,0.1,7.00E+05,-0.1023,0.00517,-19.78723404
0,0,0,0.1,7.00E+05,0,0.00492,0
1,0,0,0.1,7.00E+05,0.1023,0.00517,19.78723404
2,0,0,0.1,7.00E+05,0.211,0.00588,35.88435374
3,0,0,0.1,7.00E+05,0.3488,0.00697,50.04304161
4,0,0,0.1,7.00E+05,0.4911,0.00836,58.74401914
5,0,0,0.1,7.00E+05,0.5973,0.00969,61.64086687
6,0,0,0.1,7.00E+05,0.6888,0.01091,63.13473877
7,0,0,0.1,7.00E+05,0.7789,0.0126,61.81746032
8,0,0,0.1,7.00E+05,0.8715,0.01425,61.15789474
9,0,0,0.1,7.00E+05,0.96,0.01685,56.97329377
10,0,0,0.1,7.00E+05,1.0458,0.01982,52.76488396
11,0,0,0.1,7.00E+05,1.1178,0.02422,46.15194055
12,0,0,0.1,7.00E+05,1.1286,0.03448,32.73201856
13,0,0,0.1,7.00E+05,1.1423,0.04102,27.84739152
14,0,0,0.1,7.00E+05,1.1074,0.059,18.76949153
15,0,0,0.1,7.00E+05,0.7381,0.16982,4.346366741
16,0,0,0.1,7.00E+05,0.7396,0.19326,3.82696885
17,0,0,0.1,7.00E+05,0.7636,0.208,3.671153846
18,0,0,0.1,7.00E+05,0.7926,0.22066,3.591951418
19,0,0,0.1,7.00E+05,0.8118,0.23981,3.385179934
20,0,0,0.1,7.00E+05,0.8401,0.2554,3.289350039
-5,0,0,0.1,7.20E+05,-0.5978,0.00964,-62.01244813
-4,0,0,0.1,7.20E+05,-0.4881,0.0083,-58.80722892
-3,0,0,0.1,7.20E+05,-0.3461,0.00692,-50.01445087
-2,0,0,0.1,7.20E+05,-0.2095,0.00584,-35.87328767
-1,0,0,0.1,7.20E+05,-0.1024,0.00514,-19.92217899
0,0,0,0.1,7.20E+05,0,0.00488,0
1,0,0,0.1,7.20E+05,0.1024,0.00514,19.92217899
2,0,0,0.1,7.20E+05,0.2095,0.00584,35.87328767
4,0,0,0.1,7.20E+05,0.4881,0.0083,58.80722892
5,0,0,0.1,7.20E+05,0.5977,0.00964,62.00207469
6,0,0,0.1,7.20E+05,0.6893,0.01083,63.64727608
7,0,0,0.1,7.20E+05,0.7786,0.01263,61.64687253
8,0,0,0.1,7.20E+05,0.8724,0.01409,61.91625266
10,0,0,0.1,7.20E+05,1.048,0.01946,53.85405961
11,0,0,0.1,7.20E+05,1.1172,0.02429,45.99423631
12,0,0,0.1,7.20E+05,1.1404,0.03325,34.29774436
13,0,0,0.1,7.20E+05,1.1556,0.0395,29.2556962
14,0,0,0.1,7.20E+05,1.1268,0.05568,20.23706897
15,0,0,0.1,7.20E+05,0.7358,0.17082,4.307458143
16,0,0,0.1,7.20E+05,0.741,0.19262,3.846952549
17,0,0,0.1,7.20E+05,0.7653,0.20702,3.696744276
19,0,0,0.1,7.20E+05,0.8118,0.23987,3.38433318
20,0,0,0.1,7.20E+05,0.8401,0.25541,3.289221252
-5,0,0,0.1,7.60E+05,-0.5987,0.00953,-62.82266527
-4,0,0,0.1,7.60E+05,-0.4825,0.00819,-58.91330891
-3,0,0,0.1,7.60E+05,-0.3412,0.0068,-50.17647059
-2,0,0,0.1,7.60E+05,-0.2098,0.00577,-36.36048527
-1,0,0,0.1,7.60E+05,-0.1025,0.00509,-20.13752456
0,0,0,0.1,7.60E+05,0,0.00482,0
1,0,0,0.1,7.60E+05,0.1025,0.00509,20.13752456
2,0,0,0.1,7.60E+05,0.2098,0.00577,36.36048527
3,0,0,0.1,7.60E+05,0.3413,0.0068,50.19117647
4,0,0,0.1,7.60E+05,0.4825,0.00819,58.91330891
5,0,0,0.1,7.60E+05,0.5986,0.00953,62.81217209
6,0,0,0.1,7.60E+05,0.6903,0.01068,64.63483146
7,0,0,0.1,7.60E+05,0.7804,0.01234,63.24149109
8,0,0,0.1,7.60E+05,0.874,0.01381,63.28747285
9,0,0,0.1,7.60E+05,0.9643,0.01613,59.78301302
10,0,0,0.1,7.60E+05,1.0517,0.01886,55.76352068
11,0,0,0.1,7.60E+05,1.1114,0.02514,44.20843278
12,0,0,0.1,7.60E+05,1.1579,0.03127,37.02910138
13,0,0,0.1,7.60E+05,1.1781,0.03706,31.78899083
14,0,0,0.1,7.60E+05,1.1604,0.05032,23.06041335
15,0,0,0.1,7.60E+05,1.0281,0.09279,11.07985774
18,0,0,0.1,7.60E+05,0.2956,0.07251,4.076679079
19,0,0,0.1,7.60E+05,0.3278,0.08466,3.871958422
20,0,0,0.1,7.60E+05,0.3632,0.09695,3.746260959
-5,0,0,0.1,7.80E+05,-0.5992,0.00947,-63.27349525
-4,0,0,0.1,7.80E+05,-0.4799,0.00813,-59.02829028
-3,0,0,0.1,7.80E+05,-0.3389,0.00674,-50.28189911
-2,0,0,0.1,7.80E+05,-0.2099,0.00572,-36.6958042
-1,0,0,0.1,7.80E+05,-0.1028,0.00505,-20.35643564
0,0,0,0.1,7.80E+05,0,0.00481,0
1,0,0,0.1,7.80E+05,0.1028,0.00505,20.35643564
2,0,0,0.1,7.80E+05,0.2099,0.00572,36.6958042
3,0,0,0.1,7.80E+05,0.3389,0.00674,50.28189911
5,0,0,0.1,7.80E+05,0.5991,0.00947,63.26293559
6,0,0,0.1,7.80E+05,0.6908,0.01061,65.10838831
7,0,0,0.1,7.80E+05,0.7813,0.0122,64.04098361
8,0,0,0.1,7.80E+05,0.8746,0.01369,63.88604821
9,0,0,0.1,7.80E+05,0.9656,0.01592,60.65326633
10,0,0,0.1,7.80E+05,1.0531,0.01864,56.49678112
11,0,0,0.1,7.80E+05,1.1048,0.02615,42.24856597
12,0,0,0.1,7.80E+05,1.1647,0.03045,38.24958949
13,0,0,0.1,7.80E+05,1.188,0.03604,32.96337403
14,0,0,0.1,7.80E+05,1.1752,0.04815,24.40706127
15,0,0,0.1,7.80E+05,1.0771,0.0826,13.03995157
17,0,0,0.1,7.80E+05,0.7711,0.20359,3.787514122
18,0,0,0.1,7.80E+05,0.785,0.22401,3.504307843
19,0,0,0.1,7.80E+05,0.8118,0.24001,3.382359068
20,0,0,0.1,7.80E+05,0.8404,0.25541,3.290395834
-5,0,0,0.1,8.00E+05,-0.5997,0.00941,-63.73007439
-4,0,0,0.1,8.00E+05,-0.4774,0.00808,-59.08415842
-3,0,0,0.1,8.00E+05,-0.3367,0.00669,-50.32884903
-2,0,0,0.1,8.00E+05,-0.2098,0.00567,-37.00176367
-1,0,0,0.1,8.00E+05,-0.103,0.00501,-20.55888224
0,0,0,0.1,8.00E+05,0,0.0048,0
1,0,0,0.1,8.00E+05,0.103,0.00501,20.55888224
2,0,0,0.1,8.00E+05,0.2098,0.00567,37.00176367
3,0,0,0.1,8.00E+05,0.3367,0.00669,50.32884903
4,0,0,0.1,8.00E+05,0.4775,0.00808,59.09653465
5,0,0,0.1,8.00E+05,0.5996,0.0094,63.78723404
6,0,0,0.1,8.00E+05,0.6912,0.01055,65.51658768
7,0,0,0.1,8.00E+05,0.782,0.01208,64.73509934
8,0,0,0.1,8.00E+05,0.8751,0.0136,64.34558824
9,0,0,0.1,8.00E+05,0.9668,0.01572,61.50127226
10,0,0,0.1,8.00E+05,1.054,0.01848,57.03463203
11,0,0,0.1,8.00E+05,1.1052,0.02609,42.36105788
12,0,0,0.1,8.00E+05,1.1708,0.02971,39.40760687
13,0,0,0.1,8.00E+05,1.197,0.03511,34.09285104
14,0,0,0.1,8.00E+05,1.1895,0.04613,25.78582268
15,0,0,0.1,8.00E+05,1.1115,0.07579,14.66552316
16,0,0,0.1,8.00E+05,0.7523,0.18714,4.019985038
17,0,0,0.1,8.00E+05,0.761,0.2073,3.671008201
18,0,0,0.1,8.00E+05,0.785,0.22408,3.503213138
19,0,0,0.1,8.00E+05,0.8118,0.24005,3.381795459
20,0,0,0.1,8.00E+05,0.8405,0.25542,3.290658523
-5,0,0,0.1,8.10E+05,-0.6,0.00938,-63.96588486
-4,0,0,0.1,8.10E+05,-0.4762,0.00805,-59.1552795
-3,0,0,0.1,8.10E+05,-0.3356,0.00667,-50.31484258
-2,0,0,0.1,8.10E+05,-0.2097,0.00565,-37.11504425
-1,0,0,0.1,8.10E+05,-0.1031,0.005,-20.62
0,0,0,0.1,8.10E+05,0,0.00479,0
1,0,0,0.1,8.10E+05,0.1031,0.005,20.62
2,0,0,0.1,8.10E+05,0.2097,0.00565,37.11504425
3,0,0,0.1,8.10E+05,0.3356,0.00667,50.31484258
4,0,0,0.1,8.10E+05,0.4763,0.00805,59.16770186
5,0,0,0.1,8.10E+05,0.5999,0.00938,63.95522388
6,0,0,0.1,8.10E+05,0.6914,0.01053,65.66001899
7,0,0,0.1,8.10E+05,0.7824,0.01202,65.09151414
8,0,0,0.1,8.10E+05,0.8753,0.01356,64.55014749
9,0,0,0.1,8.10E+05,0.9674,0.01562,61.93341869
10,0,0,0.1,8.10E+05,1.0544,0.01843,57.21106891
11,0,0,0.1,8.10E+05,1.1076,0.02572,43.06376361
12,0,0,0.1,8.10E+05,1.1737,0.02937,39.96254682
13,0,0,0.1,8.10E+05,1.2014,0.03468,34.64244521
14,0,0,0.1,8.10E+05,1.1964,0.04517,26.48660615
15,0,0,0.1,8.10E+05,1.128,0.07261,15.53505027
16,0,0,0.1,8.10E+05,0.244,0.04411,5.531625482
17,0,0,0.1,8.10E+05,0.2683,0.05998,4.473157719
18,0,0,0.1,8.10E+05,0.2957,0.07183,4.116664346
19,0,0,0.1,8.10E+05,0.329,0.08341,3.944371179
20,0,0,0.1,8.10E+05,0.3628,0.1,3.628
-5,0,0,0.1,8.20E+05,-0.6002,0.00935,-64.19251337
-4,0,0,0.1,8.20E+05,-0.4751,0.00802,-59.2394015
-3,0,0,0.1,8.20E+05,-0.3346,0.00665,-50.31578947
-2,0,0,0.1,8.20E+05,-0.2095,0.00563,-37.21136767
-1,0,0,0.1,8.20E+05,-0.1032,0.00498,-20.72289157
0,0,0,0.1,8.20E+05,0,0.00477,0
1,0,0,0.1,8.20E+05,0.1032,0.00498,20.72289157
2,0,0,0.1,8.20E+05,0.2095,0.00563,37.21136767
3,0,0,0.1,8.20E+05,0.3346,0.00665,50.31578947
4,0,0,0.1,8.20E+05,0.4751,0.00802,59.2394015
5,0,0,0.1,8.20E+05,0.6001,0.00935,64.18181818
6,0,0,0.1,8.20E+05,0.6916,0.0105,65.86666667
7,0,0,0.1,8.20E+05,0.7828,0.01196,65.45150502
8,0,0,0.1,8.20E+05,0.8755,0.01353,64.70805617
9,0,0,0.1,8.20E+05,0.968,0.01553,62.33097231
10,0,0,0.1,8.20E+05,1.0546,0.01838,57.37758433
11,0,0,0.1,8.20E+05,1.1099,0.02537,43.74852188
12,0,0,0.1,8.20E+05,1.1763,0.02904,40.50619835
13,0,0,0.1,8.20E+05,1.2056,0.03426,35.18972563
14,0,0,0.1,8.20E+05,1.2032,0.04425,27.19096045
15,0,0,0.1,8.20E+05,1.1441,0.06959,16.44058054
17,0,0,0.1,8.20E+05,0.7609,0.2074,3.668756027
18,0,0,0.1,8.20E+05,0.785,0.22414,3.502275364
19,0,0,0.1,8.20E+05,0.8118,0.24008,3.381372876
20,0,0,0.1,8.20E+05,0.8406,0.25548,3.290277125
-5,0,0,0.1,8.40E+05,-0.6007,0.00929,-64.66092573
-4,0,0,0.1,8.40E+05,-0.4728,0.00797,-59.32245922
-3,0,0,0.1,8.40E+05,-0.3326,0.00661,-50.31770045
-2,0,0,0.1,8.40E+05,-0.2092,0.0056,-37.35714286
-1,0,0,0.1,8.40E+05,-0.1033,0.00496,-20.8266129
0,0,0,0.1,8.40E+05,0,0.00474,0
1,0,0,0.1,8.40E+05,0.1033,0.00496,20.8266129
2,0,0,0.1,8.40E+05,0.2092,0.0056,37.35714286
3,0,0,0.1,8.40E+05,0.3326,0.00661,50.31770045
4,0,0,0.1,8.40E+05,0.4728,0.00797,59.32245922
5,0,0,0.1,8.40E+05,0.6006,0.00929,64.65016146
6,0,0,0.1,8.40E+05,0.692,0.01045,66.22009569
7,0,0,0.1,8.40E+05,0.7834,0.01185,66.10970464
8,0,0,0.1,8.40E+05,0.8757,0.01348,64.96290801
9,0,0,0.1,8.40E+05,0.9691,0.01535,63.13355049
10,0,0,0.1,8.40E+05,1.0547,0.01835,57.47683924
11,0,0,0.1,8.40E+05,1.1142,0.02471,45.09105625
12,0,0,0.1,8.40E+05,1.1814,0.02842,41.56931738
13,0,0,0.1,8.40E+05,1.2135,0.03349,36.23469692
14,0,0,0.1,8.40E+05,1.2164,0.04252,28.60771402
15,0,0,0.1,8.40E+05,1.1744,0.06409,18.32423155
17,0,0,0.1,8.40E+05,0.7608,0.2075,3.666506024
18,0,0,0.1,8.40E+05,0.785,0.2242,3.501338091
19,0,0,0.1,8.40E+05,0.8119,0.24011,3.381366874
20,0,0,0.1,8.40E+05,0.841,0.25558,3.290554816
-5,0,0,0.1,8.50E+05,-0.6009,0.00927,-64.82200647
-4,0,0,0.1,8.50E+05,-0.4716,0.00794,-59.39546599
-3,0,0,0.1,8.50E+05,-0.3316,0.00659,-50.31866464
-2,0,0,0.1,8.50E+05,-0.209,0.00559,-37.3881932
-1,0,0,0.1,8.50E+05,-0.1033,0.00495,-20.86868687
0,0,0,0.1,8.50E+05,0,0.00473,0
1,0,0,0.1,8.50E+05,0.1034,0.00495,20.88888889
2,0,0,0.1,8.50E+05,0.209,0.00559,37.3881932
3,0,0,0.1,8.50E+05,0.3316,0.00659,50.31866464
4,0,0,0.1,8.50E+05,0.4717,0.00794,59.40806045
5,0,0,0.1,8.50E+05,0.6008,0.00927,64.81121899
6,0,0,0.1,8.50E+05,0.6921,0.01043,66.35666347
7,0,0,0.1,8.50E+05,0.7838,0.0118,66.42372881
8,0,0,0.1,8.50E+05,0.8757,0.01347,65.01113586
9,0,0,0.1,8.50E+05,0.9696,0.01527,63.49705305
10,0,0,0.1,8.50E+05,1.0546,0.01836,57.44008715
11,0,0,0.1,8.50E+05,1.1162,0.02441,45.727161
12,0,0,0.1,8.50E+05,1.1837,0.02814,42.06467662
13,0,0,0.1,8.50E+05,1.2174,0.03312,36.75724638
14,0,0,0.1,8.50E+05,1.2228,0.04171,29.31671062
15,0,0,0.1,8.50E+05,1.1878,0.0617,19.25121556
17,0,0,0.1,8.50E+05,0.2674,0.05955,4.490344249
18,0,0,0.1,8.50E+05,0.2962,0.07107,4.167721964
19,0,0,0.1,8.50E+05,0.3309,0.08233,4.01919106
20,0,0,0.1,8.50E+05,0.3622,0.09986,3.627077909
-5,0,0,0.1,8.60E+05,-0.6011,0.00924,-65.05411255
-4,0,0,0.1,8.60E+05,-0.4705,0.00791,-59.48166877
-3,0,0,0.1,8.60E+05,-0.3307,0.00657,-50.3348554
-2,0,0,0.1,8.60E+05,-0.2088,0.00557,-37.48653501
-1,0,0,0.1,8.60E+05,-0.1034,0.00495,-20.88888889
0,0,0,0.1,8.60E+05,0,0.00472,0
1,0,0,0.1,8.60E+05,0.1034,0.00495,20.88888889
2,0,0,0.1,8.60E+05,0.2088,0.00557,37.48653501
4,0,0,0.1,8.60E+05,0.4706,0.00791,59.494311
5,0,0,0.1,8.60E+05,0.601,0.00924,65.04329004
6,0,0,0.1,8.60E+05,0.6923,0.01041,66.50336215
7,0,0,0.1,8.60E+05,0.7841,0.01175,66.73191489
8,0,0,0.1,8.60E+05,0.8757,0.01347,65.01113586
9,0,0,0.1,8.60E+05,0.9701,0.01518,63.90645586
10,0,0,0.1,8.60E+05,1.0543,0.0184,57.29891304
11,0,0,0.1,8.60E+05,1.1181,0.02413,46.33651057
12,0,0,0.1,8.60E+05,1.186,0.02786,42.56999282
13,0,0,0.1,8.60E+05,1.2211,0.03277,37.26274031
14,0,0,0.1,8.60E+05,1.2291,0.04093,30.02931835
15,0,0,0.1,8.60E+05,1.2,0.05956,20.14775017
17,0,0,0.1,8.60E+05,0.2647,0.05939,4.456979289
18,0,0,0.1,8.60E+05,0.2964,0.07085,4.183486239
19,0,0,0.1,8.60E+05,0.3315,0.08211,4.037267081
20,0,0,0.1,8.60E+05,0.8424,0.25598,3.2908821
-5,0,0,0.1,8.80E+05,-0.6015,0.00919,-65.4515778
-4,0,0,0.1,8.80E+05,-0.4684,0.00786,-59.59287532
-3,0,0,0.1,8.80E+05,-0.329,0.00654,-50.3058104
-2,0,0,0.1,8.80E+05,-0.2085,0.00555,-37.56756757
-1,0,0,0.1,8.80E+05,-0.1035,0.00493,-20.99391481
0,0,0,0.1,8.80E+05,0,0.00471,0
1,0,0,0.1,8.80E+05,0.1035,0.00493,20.99391481
2,0,0,0.1,8.80E+05,0.2085,0.00555,37.56756757
3,0,0,0.1,8.80E+05,0.329,0.00654,50.3058104
4,0,0,0.1,8.80E+05,0.4684,0.00786,59.59287532
5,0,0,0.1,8.80E+05,0.6014,0.00919,65.44069641
6,0,0,0.1,8.80E+05,0.6926,0.01038,66.72447013
7,0,0,0.1,8.80E+05,0.7847,0.01165,67.35622318
8,0,0,0.1,8.80E+05,0.8754,0.01349,64.89251297
9,0,0,0.1,8.80E+05,0.9711,0.01502,64.65379494
10,0,0,0.1,8.80E+05,1.0533,0.01852,56.87365011
11,0,0,0.1,8.80E+05,1.1216,0.02361,47.50529437
12,0,0,0.1,8.80E+05,1.1902,0.02734,43.53328456
13,0,0,0.1,8.80E+05,1.2283,0.03209,38.27672172
14,0,0,0.1,8.80E+05,1.2412,0.03949,31.43074196
15,0,0,0.1,8.80E+05,1.2214,0.0559,21.84973166
18,0,0,0.1,8.80E+05,0.785,0.22431,3.49962106
19,0,0,0.1,8.80E+05,0.812,0.24015,3.381220071
20,0,0,0.1,8.80E+05,0.8426,0.25592,3.292435136
-5,0,0,0.1,9.00E+05,-0.602,0.00915,-65.79234973
-4,0,0,0.1,9.00E+05,-0.4663,0.00782,-59.62915601
-3,0,0,0.1,9.00E+05,-0.3275,0.0065,-50.38461538
-2,0,0,0.1,9.00E+05,-0.2083,0.00552,-37.73550725
-1,0,0,0.1,9.00E+05,-0.1038,0.00491,-21.14052953
0,0,0,0.1,9.00E+05,0,0.0047,0
1,0,0,0.1,9.00E+05,0.1038,0.00491,21.14052953
2,0,0,0.1,9.00E+05,0.2083,0.00552,37.73550725
3,0,0,0.1,9.00E+05,0.3275,0.0065,50.38461538
4,0,0,0.1,9.00E+05,0.4663,0.00782,59.62915601
5,0,0,0.1,9.00E+05,0.6019,0.00914,65.85339168
6,0,0,0.1,9.00E+05,0.693,0.01032,67.15116279
7,0,0,0.1,9.00E+05,0.7853,0.01156,67.93252595
8,0,0,0.1,9.00E+05,0.8747,0.01357,64.45836404
9,0,0,0.1,9.00E+05,0.9721,0.01486,65.41722746
10,0,0,0.1,9.00E+05,1.0517,0.01875,56.09066667
11,0,0,0.1,9.00E+05,1.1248,0.02313,48.62948552
12,0,0,0.1,9.00E+05,1.1942,0.02685,44.47672253
13,0,0,0.1,9.00E+05,1.2353,0.03145,39.2782194
14,0,0,0.1,9.00E+05,1.2527,0.03817,32.81896778
15,0,0,0.1,9.00E+05,1.2385,0.0531,23.32391714
17,0,0,0.1,9.00E+05,0.2648,0.0589,4.495755518
18,0,0,0.1,9.00E+05,0.2975,0.06984,4.259736541
19,0,0,0.1,9.00E+05,0.3306,0.08517,3.881648468
20,0,0,0.1,9.00E+05,0.3616,0.09969,3.627244458
-5,0,0,0.1,9.20E+05,-0.6024,0.0091,-66.1978022
-4,0,0,0.1,9.20E+05,-0.4643,0.00777,-59.75546976
-3,0,0,0.1,9.20E+05,-0.3261,0.00646,-50.47987616
-2,0,0,0.1,9.20E+05,-0.2082,0.00548,-37.99270073
